Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq,EpisodeTime,AverageMoveTime
7584,10,92,0.049900000000094,0.405722573839662,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.41661167144775,0.345230238778251
7585,3.69565217391304,80,0.049900000000094,0.405669083717864,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.64293909072876,0.515882121192084
7586,-4.67391304347826,3,0.049900000000094,0.405615607698392,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.02691626548767,0.756729066371918
7587,-2.39130434782609,24,0.049900000000094,0.405562145775669,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.47598719596863,0.737993597984314
7588,4.78260869565217,90,0.049900000000094,0.405508697944122,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.60446453094482,0.400318895067487
7589,10,92,0.049900000000094,0.405587033864804,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.0719895362854,0.339332461357117
7590,10,92,0.049900000000094,0.40566534914361,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.77860164642334,0.385240109761556
7591,9.99999999999999,92,0.049900000000094,0.405743643788697,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,12.3587892055511,0.475338046367352
7592,10,92,0.049900000000094,0.405821917808219,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.77302670478821,0.354605340957642
7593,-4.78260869565217,2,0.049900000000094,0.405768470960095,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.26458406448364,0.754861354827881
7594,-0.760869565217391,39,0.049900000000094,0.405715038188043,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.22571897506714,0.565974452278831
7595,1.84782608695652,63,0.049900000000094,0.405661619486504,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.65956664085388,0.603722915053368
7596,9.99999999999999,92,0.049900000000094,0.405739863085835,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.50479221343994,0.318617473949086
7597,10,92,0.049900000000094,0.405818086086613,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.47656631469727,0.353795187813895
7598,10,92,0.049900000000094,0.405896288496973,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.59634184837341,0.513763121196202
7599,10,92,0.049900000000094,0.405974470325043,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.61617350578308,0.40404337644577
7600,10,92,0.049900000000094,0.406052631578947,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.49422669410706,0.42263282262362
7601,9.99999999999999,92,0.049900000000094,0.406130772266807,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.30036520957947,0.405575844976637
7602,4.56521739130435,88,0.049900000000094,0.406077348066298,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.48279571533203,0.497542245047433
7603,10,92,0.049900000000094,0.406155464948047,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.4884991645813,0.422192243429331
7604,-4.34782608695652,6,0.049900000000094,0.406102051551815,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.47741413116455,0.738707065582275
7605,3.91304347826087,82,0.049900000000094,0.406048652202498,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.3801052570343,0.396684209505717
7606,4.89130434782608,91,0.049900000000094,0.405995266894557,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.42470383644104,0.342470383644104
7607,-4.1304347826087,8,0.049900000000094,0.405941895622453,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.53202795982361,0.766013979911804
7608,9.99999999999999,92,0.049900000000094,0.406019978969506,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.50271892547607,0.321622780391148
7609,10,92,0.049900000000094,0.406098041792614,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.58574318885803,0.369391884122576
7610,9.99999999999999,92,0.049900000000094,0.406176084099869,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.79556775093079,0.377531541718377
7611,9.99999999999999,92,0.049900000000094,0.406254105899356,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.27300810813904,0.405616008318388
7612,10,92,0.049900000000094,0.406332107199159,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.46697306632996,0.366743266582489
7613,3.80434782608696,81,0.049900000000094,0.40627873374491,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.14817976951599,0.429635953903198
7614,10,92,0.049900000000094,0.40635671132125,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.20544576644897,0.441089153289795
7615,10,92,0.049900000000094,0.406434668417597,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.36513185501099,0.487739259546453
7616,4.89130434782608,91,0.049900000000094,0.406381302521008,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.69188976287842,0.469188976287842
7617,3.04347826086956,74,0.049900000000094,0.406327950636734,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.32306671142578,0.441022237141927
7618,10,92,0.049900000000094,0.406405880808611,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.04973697662354,0.404973697662353
7619,4.89130434782608,91,0.049900000000094,0.406352539703373,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.21100258827209,0.321100258827209
7620,4.89130434782609,91,0.049900000000094,0.406299212598425,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.90179061889648,0.380358123779297
7621,9.99999999999999,92,0.049900000000094,0.40637711586406,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.18760991096497,0.370543565068926
7622,-2.60869565217391,22,0.049900000000094,0.406323799527683,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.00255370140076,0.667517900466919
7623,9.99999999999999,92,0.049900000000094,0.406401679128952,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.47207522392273,0.315643202174794
7624,-4.89130434782609,1,0.049900000000094,0.406348373557188,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.6657726764679,0.832886338233948
7625,-4.89130434782609,1,0.049900000000094,0.406295081967213,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.51595449447632,0.757977247238159
7626,4.1304347826087,84,0.049900000000094,0.406241804353527,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.01404213905334,0.507021069526672
7627,2.93478260869565,73,0.049900000000094,0.406188540710633,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.6552734375,0.413818359375
7628,1.52173913043478,60,0.049900000000094,0.406135291033036,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.2985737323761,0.65971474647522
7629,3.91304347826087,82,0.049900000000094,0.406082055315244,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.72396731376648,0.524885257085164
7630,10,92,0.049900000000094,0.406159895150721,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.88091325759888,0.376182651519775
7631,4.78260869565217,90,0.049900000000094,0.406106670161185,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.9032084941864,0.460213899612427
7632,9.99999999999999,92,0.049900000000094,0.406184486373166,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.43271160125732,0.316622257232666
7633,10,92,0.049900000000094,0.406262282195729,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.65122246742249,0.422838406129317
7634,4.56521739130435,88,0.049900000000094,0.406209064710506,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.83326554298401,0.404752220426287
7635,4.89130434782608,91,0.049900000000094,0.406155861165684,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.73407983779907,0.303786648644341
7636,-4.34782608695652,6,0.049900000000094,0.406102671555788,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.4938657283783,0.746932864189148
7637,-4.89130434782609,1,0.049900000000094,0.406049495875344,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.53636693954468,0.768183469772339
7638,9.99999999999999,92,0.049900000000094,0.406127258444619,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.54965972900391,0.32497569492885
7639,10,92,0.049900000000094,0.406205000654536,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.9835729598999,0.383351766146146
7640,10,92,0.049900000000094,0.406282722513089,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.59671330451965,0.417883027683605
7641,4.02173913043478,83,0.049900000000094,0.406229551105876,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.9992835521698,0.39985671043396
7642,9.99999999999999,92,0.049900000000094,0.406307249411149,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.6078884601593,0.412993028759956
7643,-0.108695652173913,45,0.049900000000094,0.406254088708622,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.24695992469788,0.449391984939575
7644,-0.978260869565218,37,0.049900000000094,0.406200941915228,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.2992479801178,0.649623990058899
7645,10,92,0.049900000000094,0.406278613472858,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.77702474594116,0.385134983062744
7646,10,92,0.049900000000094,0.406356264713576,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.61758065223694,0.355198511710534
7647,4.67391304347826,89,0.049900000000094,0.406303125408657,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.16691780090332,0.539230458876666
7648,9.99999999999999,92,0.049900000000094,0.406380753138075,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.8232946395874,0.355604301799427
7649,-4.89130434782609,1,0.049900000000094,0.406327624526082,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.54612874984741,0.773064374923706
7650,10,92,0.049900000000094,0.40640522875817,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.62931728363037,0.402094091687884
7651,10,92,0.049900000000094,0.406482812704222,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.29651927947998,0.329651927947998
7652,10,92,0.049900000000094,0.40656037637219,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.39030456542969,0.365858713785807
7653,9.99999999999999,92,0.049900000000094,0.406637919770025,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.7535765171051,0.387678825855255
7654,10,92,0.049900000000094,0.40671544290567,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.182941198349,0.363823533058166
7655,10,92,0.049900000000094,0.406792945787067,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.4530553817749,0.3504364831107
7656,10,92,0.049900000000094,0.406870428422153,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.82318067550659,0.388212045033773
7657,4.89130434782608,91,0.049900000000094,0.406817291367376,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.93144154548645,0.366430193185806
7658,10,92,0.049900000000094,0.406894750587621,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.10003972053528,0.344448857837253
7659,-3.15217391304348,17,0.049900000000094,0.406841624232929,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.49750590324402,0.748752951622009
7660,10,92,0.049900000000094,0.406919060052219,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.4865460395813,0.424327301979065
7661,10,92,0.049900000000094,0.40699647565592,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.59836888313293,0.433061480522156
7662,4.56521739130434,88,0.049900000000094,0.406943356825894,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.47258353233337,0.344044887102567
7663,10,92,0.049900000000094,0.407020749053895,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.09154033660889,0.435110024043492
7664,10,92,0.049900000000094,0.407098121085595,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.23131275177002,0.514457046985626
7665,4.89130434782608,91,0.049900000000094,0.407045009784736,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.02867794036865,0.366243449124423
7666,-3.47826086956522,14,0.049900000000094,0.406991912340204,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.77438735961914,0.693596839904785
7667,9.99999999999999,92,0.049900000000094,0.407069257858354,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.80258727073669,0.316882272561391
7668,-3.80434782608696,11,0.049900000000094,0.407016171100678,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.41908407211304,0.709542036056519
7669,4.78260869565217,90,0.049900000000094,0.406963098187508,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.83993005752563,0.354991257190704
7670,-4.89130434782609,1,0.049900000000094,0.406910039113429,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.54571557044983,0.772857785224915
7671,9.99999999999999,92,0.049900000000094,0.406987354973276,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.41029691696167,0.318252759821275
7672,-4.34782608695652,6,0.049900000000094,0.406934306569343,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.5046865940094,0.7523432970047
7673,10,92,0.049900000000094,0.407011599113776,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.57919430732727,0.421066350407071
7674,10,92,0.049900000000094,0.407088871514204,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.56388807296753,0.390972018241882
7675,0.108695652173913,47,0.049900000000094,0.407035830618893,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.75027418136597,0.550054836273193
7676,10,92,0.049900000000094,0.407113079729026,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.20401167869568,0.320401167869568
7677,10,92,0.049900000000094,0.407190308714342,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.46787524223328,0.43348440527916
7678,-0.434782608695652,42,0.049900000000094,0.407137275332118,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.52368783950806,0.587281306584676
7679,4.67391304347826,89,0.049900000000094,0.407084255762469,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.93430685997009,0.433394178748131
7680,10,92,0.049900000000094,0.407161458333333,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.50330233573914,0.357614619391305
7681,9.99999999999999,92,0.049900000000094,0.407238640801979,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.89833855628967,0.404469934376803
7682,4.67391304347825,89,0.049900000000094,0.407185628742515,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.73323011398315,0.354380532314903
7683,9.99999999999999,92,0.049900000000094,0.407262787973448,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.50437164306641,0.3217408316476
7684,-4.89130434782609,1,0.049900000000094,0.407209786569495,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.54446768760681,0.772233843803406
7685,-3.91304347826087,10,0.049900000000094,0.407156798959011,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.51451277732849,0.757256388664246
7686,4.02173913043478,83,0.049900000000094,0.407103825136612,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.33524560928345,0.389207601547241
7687,4.13043478260869,84,0.049900000000094,0.407050865096917,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.24088978767395,0.373481631278992
7688,4.45652173913043,87,0.049900000000094,0.406997918834547,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.74521780014038,0.392173971448626
7689,10,92,0.049900000000094,0.407075042268175,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.87109303474426,0.430121448304918
7690,9.99999999999999,92,0.049900000000094,0.407152145643693,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.90881156921387,0.325734297434489
7691,10,92,0.049900000000094,0.407229228968925,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.3956196308136,0.399269938468933
7692,10,92,0.049900000000094,0.40730629225169,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.15653991699219,0.436025710332961
7693,4.89130434782609,91,0.049900000000094,0.407253347198752,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.05997753143311,0.382497191429138
7694,4.89130434782608,91,0.049900000000094,0.4072004159085,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.84392023086548,0.440356384624134
7695,10,92,0.049900000000094,0.407277452891488,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.13774871826172,0.376158974387429
7696,9.99999999999999,92,0.049900000000094,0.40735446985447,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.20626878738403,0.300447770527431
7697,-4.89130434782609,1,0.049900000000094,0.407301546056905,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.56506586074829,0.782532930374146
7698,-0.978260869565218,37,0.049900000000094,0.407248636009353,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.951659202575684,0.475829601287842
7699,10,92,0.049900000000094,0.407325626704767,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.01605820655823,0.38585063127371
7700,10,92,0.049900000000094,0.407402597402597,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.05630683898926,0.465869756845328
7701,4.89130434782608,91,0.049900000000094,0.407349694844825,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.45350122451782,0.318107230322702
7702,4.67391304347826,89,0.049900000000094,0.407296806024409,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.55890464782715,0.389726161956787
7703,10,92,0.049900000000094,0.407373750486823,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.41750550270081,0.427188187837601
7704,-4.67391304347826,3,0.049900000000094,0.407320872274143,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.52683639526367,0.631709098815918
7705,4.45652173913043,87,0.049900000000094,0.407268007787151,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.95218062400818,0.395218062400818
7706,4.67391304347825,89,0.049900000000094,0.407215157020503,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.89899015426636,0.389899015426636
7707,10,92,0.049900000000094,0.407292072142208,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.00378370285034,0.400756740570068
7708,10,92,0.049900000000094,0.407368967306694,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.22459149360657,0.57653696835041
7709,-3.47826086956522,14,0.049900000000094,0.407316124010896,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.47696828842163,0.738484144210815
7710,3.80434782608696,81,0.049900000000094,0.407263294422828,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.895606279373169,0.298535426457723
7711,4.2391304347826,85,0.049900000000094,0.407210478537155,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.84630513191223,0.384630513191223
7712,9.99999999999999,92,0.049900000000094,0.40728734439834,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.976886510849,0.305914346988385
7713,10,92,0.049900000000094,0.407364190328018,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.46381902694702,0.351974146706717
7714,9.99999999999999,92,0.049900000000094,0.407441016333938,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.65201473236084,0.332001339305531
7715,10,92,0.049900000000094,0.40751782242385,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.83519196510315,0.468342474528721
7716,-4.56521739130435,4,0.049900000000094,0.40746500777605,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.59699106216431,0.798495531082153
7717,10,92,0.049900000000094,0.407541790851367,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.58991694450378,0.369988134929112
7718,-4.34782608695652,6,0.049900000000094,0.407488986784141,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.57489490509033,0.787447452545166
7719,-3.26086956521739,16,0.049900000000094,0.407436196398497,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.55585741996765,0.777928709983826
7720,10,92,0.049900000000094,0.407512953367876,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.14989686012268,0.393737107515335
7721,2.82608695652174,72,0.049900000000094,0.407460173552649,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.601495265960693,0.300747632980347
7722,10,92,0.049900000000094,0.407536907536908,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.25878167152405,0.376463611920675
7723,10,92,0.049900000000094,0.407613621649618,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.17605519294739,0.352895021438599
7724,4.45652173913043,87,0.049900000000094,0.40756084930088,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.03609490394592,0.339349150657654
7725,4.56521739130435,88,0.049900000000094,0.407508090614887,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.11711478233337,0.445302111761911
7726,10,92,0.049900000000094,0.407584778669428,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.8470664024353,0.355883300304413
7727,10,92,0.049900000000094,0.407661446874596,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.58591365814209,0.369416236877441
7728,10,92,0.049900000000094,0.407738095238095,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.91824507713318,0.391824507713318
7729,9.99999999999999,92,0.049900000000094,0.407814723767628,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.01500535011292,0.358214667865208
7730,10,92,0.049900000000094,0.407891332470893,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.7407124042511,0.521882945841009
7731,9.99999999999999,92,0.049900000000094,0.407967921355581,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.20869755744934,0.418577161702243
7732,-0.543478260869565,41,0.049900000000094,0.407915157785825,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.28509783744812,0.64254891872406
7733,4.67391304347826,89,0.049900000000094,0.407862407862408,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.56500792503357,0.391251981258392
7734,10,92,0.049900000000094,0.407938970778381,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.66359257698059,0.332949072122574
7735,4.89130434782608,91,0.049900000000094,0.407886231415643,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.00131225585937,0.375164031982422
7736,10,92,0.049900000000094,0.407962771458118,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.83335113525391,0.479168891906738
7737,-4.67391304347826,3,0.049900000000094,0.407910042652191,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.15431046485901,0.788577616214752
7738,10,92,0.049900000000094,0.407986559834583,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.01665163040161,0.421929033179032
7739,-4.89130434782609,1,0.049900000000094,0.4079338415816,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.72389316558838,0.861946582794189
7740,10,92,0.049900000000094,0.408010335917313,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.2601044178009,0.447150315557207
7741,10,92,0.049900000000094,0.408086810489601,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.34795832633972,0.445663193861644
7742,9.99999999999999,92,0.049900000000094,0.408163265306122,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.20466160774231,0.413644107182821
7743,10,92,0.049900000000094,0.408239700374532,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.37967109680176,0.339953013828823
7744,10,92,0.049900000000094,0.408316115702479,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.56675791740418,0.380563159783681
7745,4.78260869565217,90,0.049900000000094,0.408263395739187,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.20026969909668,0.38184269991788
7746,4.78260869565217,90,0.049900000000094,0.408210689388071,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.35288166999817,0.395716515454379
7747,-4.89130434782609,1,0.049900000000094,0.408157996643862,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.57960247993469,0.789801239967346
7748,4.56521739130434,88,0.049900000000094,0.408105317501291,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.11344003677368,0.311344003677368
7749,10,92,0.049900000000094,0.408181700864628,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.60498929023743,0.360498929023743
7750,-4.89130434782609,1,0.049900000000094,0.408129032258065,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.57783532142639,0.788917660713196
7751,4.45652173913043,87,0.049900000000094,0.408076377241646,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.80551743507385,0.369655187313373
7752,10,92,0.049900000000094,0.408152734778122,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.57147431373596,0.357147431373596
7753,10,92,0.049900000000094,0.408229072617051,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.69953513145447,0.424883782863617
7754,10,92,0.049900000000094,0.408305390766056,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.3716676235199,0.33716676235199
7755,4.67391304347826,89,0.049900000000094,0.408252740167634,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.51502585411072,0.359289407730103
7756,9.99999999999999,92,0.049900000000094,0.408329035585353,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,9.26589822769165,0.40286514033442
7757,2.17391304347826,66,0.049900000000094,0.408276395513729,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.78702259063721,0.446755647659302
7758,10,92,0.049900000000094,0.408352668213457,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.42696309089661,0.342696309089661
7759,10,92,0.049900000000094,0.408428921252739,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.10252404212952,0.50854367017746
7760,9.99999999999999,92,0.049900000000094,0.408505154639175,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.27078676223755,0.355898896853129
7761,3.47826086956522,78,0.049900000000094,0.408452519005283,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.14708113670349,0.573540568351746
7762,-4.89130434782609,1,0.049900000000094,0.40839989693378,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.6164186000824,0.808209300041199
7763,10,92,0.049900000000094,0.408476104598738,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.59344911575317,0.326677192341198
7764,-4.34782608695652,6,0.049900000000094,0.408423493044822,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.53953099250793,0.769765496253967
7765,10,92,0.049900000000094,0.408499678042498,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.38710904121399,0.462369680404663
7766,-4.56521739130435,4,0.049900000000094,0.408447077002318,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.14971733093262,0.829943466186523
7767,10,92,0.049900000000094,0.408523239345951,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.40064477920532,0.377849419911702
7768,10,92,0.049900000000094,0.40859938208033,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.52406477928162,0.42492805994474
