Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio,Win,SubStateSize,Gamma,LR,EpsilonStart,EpsilonMin,EpsilonDecay,BufferCapacity,BatchSize,TargetUpdateFreq,EpisodeTime,AverageMoveTime
1682,9.99999999999999,92,0.118900000000096,0.037455410225922,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.36479902267456,0.357653268178304
1683,10,92,0.118200000000096,0.038027332144979,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.47796416282654,0.353994880403791
1684,4.78260869565217,90,0.118000000000096,0.038004750593824,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.93930172920227,0.469650864601135
1685,4.78260869565217,90,0.117400000000096,0.037982195845697,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.82907605171204,0.471512675285339
1686,3.69565217391304,80,0.116900000000096,0.037959667852906,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.10066199302673,0.420132398605347
1687,3.58695652173913,79,0.116400000000096,0.037937166567872,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.55738878250122,0.311477756500244
1688,0.108695652173913,47,0.116200000000096,0.037914691943128,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.902234077453613,0.451117038726807
1689,4.89130434782608,91,0.115000000000096,0.03789224393132,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.71470737457275,0.392892281214396
1690,10,92,0.114600000000096,0.038461538461539,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.58795523643494,0.396988809108734
1691,10,92,0.113800000000096,0.039030159668835,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.8833794593811,0.360422432422638
1692,3.91304347826087,82,0.112800000000096,0.039007092198582,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.46835088729858,0.546835088729858
1693,4.45652173913043,87,0.112300000000096,0.038984051978736,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.75077414512634,0.350154829025269
1694,4.34782608695652,86,0.111600000000096,0.038961038961039,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.82234644889832,0.546049492699759
1695,4.56521739130434,88,0.111000000000096,0.038938053097345,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.17690467834473,0.362817446390788
1696,10,92,0.110100000000096,0.039504716981132,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.95895004272461,0.328772226969401
1697,4.78260869565217,90,0.108700000000096,0.039481437831467,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.09176445007324,0.363697460719517
1698,10,92,0.107800000000096,0.040047114252061,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.74099373817444,0.415665970908271
1699,4.45652173913043,87,0.107200000000096,0.040023543260742,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.6212956905365,0.436882615089417
1700,4.45652173913042,87,0.105200000000096,0.04,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.61489343643189,0.330744671821594
1701,4.78260869565217,90,0.104600000000096,0.039976484420929,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.11798143386841,0.352996905644735
1702,3.80434782608695,81,0.104100000000096,0.039952996474736,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.93106818199158,0.386213636398315
1703,4.23913043478261,85,0.103500000000096,0.039929536112742,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.24643540382385,0.541072567303975
1704,1.6304347826087,61,0.103100000000096,0.039906103286385,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.07428979873657,0.518572449684143
1705,9.99999999999999,92,0.101700000000096,0.040469208211144,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.73379182815552,0.266699416296823
1706,10,92,0.101200000000096,0.041031652989449,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.9231288433075,0.384625768661499
1707,4.78260869565217,90,0.100700000000096,0.041007615700059,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.32383298873901,0.464766597747803
1708,10,92,0.099700000000096,0.041569086651054,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.00685787200928,0.400685787200928
1709,1.52173913043478,60,0.098900000000096,0.04154476301931,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.58022475242615,0.572528094053268
1710,10,92,0.098200000000096,0.042105263157895,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.91669487953186,0.41667069707598
1711,2.82608695652174,72,0.097900000000096,0.04208065458796,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.38530778884888,0.461769262949626
1712,4.56521739130435,88,0.097200000000096,0.042056074766355,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.96608567237854,0.709440810339791
1713,4.56521739130434,88,0.095300000000096,0.042031523642732,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.84774231910706,0.465670648374056
1714,4.67391304347825,89,0.093500000000096,0.042007001166861,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.92542195320129,0.384745664066739
1715,0.543478260869565,51,0.093300000000096,0.04198250728863,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.686093330383301,0.34304666519165
1716,4.78260869565217,90,0.092200000000096,0.041958041958042,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.60440397262573,0.418582179329612
1717,2.5,69,0.092000000000096,0.041933605125218,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.17241787910461,0.586208939552307
1718,4.89130434782608,91,0.090900000000095,0.041909196740396,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.69355297088623,0.335777542807839
1719,10,92,0.090600000000095,0.042466550319954,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.35565614700317,0.451885382334391
1720,4.89130434782608,91,0.089600000000095,0.042441860465116,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.6665313243866,0.36665313243866
1721,10,92,0.088400000000095,0.042998256827426,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.86396169662476,0.405330141385396
1722,4.89130434782608,91,0.087100000000095,0.042973286875726,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.69389486312866,0.437991912548359
1723,4.89130434782608,91,0.086200000000095,0.0429483459083,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.29206466674805,0.588007185194227
1724,3.26086956521739,76,0.085900000000095,0.04292343387471,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.38625001907349,0.462083339691162
1725,3.80434782608695,81,0.085000000000095,0.042898550724638,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.7681736946106,0.418685966067844
1726,4.89130434782609,91,0.084700000000095,0.04287369640788,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.6506359577179,0.550211985905965
1727,4.67391304347826,89,0.084500000000095,0.042848870874349,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.27646112442017,0.638230562210083
1728,10,92,0.083700000000095,0.043402777777778,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.6783401966095,0.459792524576187
1729,4.89130434782608,91,0.082400000000095,0.043377674956622,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.74561619758606,0.441970476737389
1730,10,92,0.081600000000095,0.04393063583815,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.80538034439087,0.600672543048859
1731,4.78260869565217,90,0.080100000000095,0.043905257076834,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.41861033439636,0.427907355626424
1732,10,92,0.079700000000095,0.04445727482679,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.52859735488892,0.382149338722229
1733,-3.15217391304348,17,0.079400000000095,0.044431621465667,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.10448861122131,0.701496203740438
1734,10,92,0.079000000000095,0.044982698961938,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.59235072135925,0.398087680339813
1735,4.56521739130435,88,0.078500000000095,0.044956772334294,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.82370281219482,0.564740562438965
1736,-1.08695652173913,36,0.078300000000095,0.044930875576037,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.1337206363678,0.566860318183899
1737,10,92,0.077600000000095,0.045480713874496,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.92668700218201,0.560955286026001
1738,4.13043478260869,84,0.076500000000095,0.045454545454546,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.82696294784546,0.347905722531405
1739,10,92,0.075700000000095,0.046003450258769,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.68323636054993,0.335404545068741
1740,4.67391304347825,89,0.074700000000095,0.045977011494253,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.16584920883179,0.316584920883179
1741,10,92,0.073900000000095,0.046524985640437,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.31236267089844,0.414045333862305
1742,4.78260869565217,90,0.072700000000095,0.046498277841562,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.93987321853638,0.328322768211365
1743,4.67391304347826,89,0.072100000000095,0.046471600688468,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.16481423377991,0.360802372296651
1744,3.3695652173913,77,0.071900000000095,0.04644495412844,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.958986043930054,0.479493021965027
1745,4.67391304347826,89,0.071100000000095,0.046418338108883,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.14847993850708,0.268559992313385
1746,4.89130434782608,91,0.070000000000095,0.04639175257732,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.01872396469116,0.27442945133556
1747,4.89130434782609,91,0.069600000000095,0.046365197481397,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.580885887146,0.395221471786499
1748,3.47826086956522,78,0.069400000000095,0.046338672768879,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.952680587768555,0.476340293884277
1749,10,92,0.069000000000095,0.046883933676387,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.08255672454834,0.520639181137085
1750,3.80434782608695,81,0.068400000000095,0.046857142857143,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.69061970710754,0.448436617851257
1751,3.80434782608695,81,0.067800000000095,0.046830382638492,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.2400016784668,0.373333613077799
1752,4.34782608695652,86,0.067000000000095,0.046803652968037,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.88956308364868,0.361195385456085
1753,4.78260869565217,90,0.066400000000095,0.046776953793497,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.0022349357605,0.33370582262675
1754,-4.89130434782609,1,0.066200000000095,0.046750285062714,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.51714825630188,0.75857412815094
1755,10,92,0.065500000000095,0.047293447293447,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.82868719100952,0.404098170144217
1756,9.99999999999999,92,0.063600000000095,0.047835990888383,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.52102780342102,0.343211989653738
1757,4.67391304347826,89,0.062900000000095,0.047808764940239,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.37884545326233,0.339835064751761
1758,4.89130434782609,91,0.062300000000095,0.04778156996587,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.43573641777039,0.405956069628398
1759,4.78260869565217,90,0.061300000000095,0.04775440591245,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.75106287002563,0.375106287002563
1760,4.67391304347826,89,0.060200000000095,0.047727272727273,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.23953294754028,0.385412086140026
1761,10,92,0.059300000000095,0.048268029528677,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.89656472206116,0.321840524673462
1762,4.89130434782608,91,0.058100000000095,0.048240635641317,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.86397457122803,0.321997880935669
1763,10,92,0.057200000000095,0.048780487804878,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.94570589065552,0.32730065451728
1764,4.23913043478261,85,0.056800000000095,0.04875283446712,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.3669900894165,0.591747522354126
1765,4.89130434782608,91,0.055800000000094,0.048725212464589,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.21293354034424,0.321293354034424
1766,3.91304347826087,82,0.055300000000094,0.048697621744054,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.01568007469177,0.403136014938355
1767,10,92,0.054000000000094,0.049235993208829,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.27170634269714,0.328592795592088
1768,4.67391304347826,89,0.053300000000094,0.04920814479638,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.27643179893494,0.468061685562134
1769,4.56521739130434,88,0.051800000000094,0.049180327868853,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.98693609237671,0.465795739491781
1770,4.78260869565217,90,0.051000000000094,0.049152542372881,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.09478187561035,0.511847734451294
1771,10,92,0.050600000000094,0.049689440993789,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.72402167320251,0.431005418300629
1772,9.99999999999999,92,0.049900000000094,0.050225733634312,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.58815240859985,0.326195673509078
1773,10,92,0.049900000000094,0.050761421319797,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.48162221908569,0.370405554771423
1774,4.67391304347826,89,0.049900000000094,0.050732807215333,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.6537618637085,0.413440465927124
1775,4.89130434782608,91,0.049900000000094,0.050704225352113,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.48220467567444,0.448220467567444
1776,10,92,0.049900000000094,0.051238738738739,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.59386229515076,0.432310382525126
1777,4.89130434782608,91,0.049900000000094,0.051209904333146,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.70351624488831,0.386216606412615
1778,10,92,0.049900000000094,0.051743532058493,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.45179057121277,0.350255795887538
1779,4.56521739130434,88,0.049900000000094,0.051714446318156,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.52452921867371,0.424963786051824
1780,3.91304347826087,82,0.049900000000094,0.051685393258427,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.09278321266174,0.441826173237392
1781,4.78260869565217,90,0.049900000000094,0.051656372824256,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.19384050369263,0.553372346437894
1782,3.15217391304348,75,0.049900000000094,0.051627384960718,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.32258296012878,0.440860986709595
1783,4.89130434782609,91,0.049900000000094,0.051598429613012,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.83013963699341,0.457534909248352
1784,4.89130434782608,91,0.049900000000094,0.051569506726457,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.80000948905945,0.350001186132431
1785,10,92,0.049900000000094,0.052100840336135,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.95665645599365,0.492776075998942
1786,10,92,0.049900000000094,0.052631578947369,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.18815302848816,0.455450432641166
1787,10,92,0.049900000000094,0.053161723559038,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.62809109687805,0.438015182813009
1788,4.89130434782608,91,0.049900000000094,0.053131991051454,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.43798971176147,0.487597942352295
1789,4.78260869565217,90,0.049900000000094,0.053102291783119,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.25789594650269,0.322556563786098
1790,4.02173913043478,83,0.049900000000094,0.053072625698324,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.92273187637329,0.384546375274658
1791,4.02173913043478,83,0.049900000000094,0.053042992741485,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.88165497779846,0.480275829633077
1792,4.67391304347826,89,0.049900000000094,0.053013392857143,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.02160573005676,0.377700716257095
1793,4.34782608695652,86,0.049900000000094,0.052983825989961,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.71145153045654,0.427862882614136
1794,4.56521739130435,88,0.049900000000094,0.052954292084727,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.06734609603882,0.511224349339803
1795,10,92,0.049900000000094,0.053481894150418,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.16709566116333,0.527849276860555
1796,4.78260869565217,90,0.049900000000094,0.053452115812918,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.96565103530884,0.458896233485295
1797,4.78260869565217,90,0.049900000000094,0.053422370617696,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.15842938423157,0.451204197747367
1798,4.89130434782608,91,0.049900000000094,0.053392658509455,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.89616203308106,0.34972585950579
1799,3.26086956521739,76,0.049900000000094,0.053362979433018,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.58167552947998,0.572709441184998
1800,4.78260869565217,90,0.049900000000094,0.053333333333333,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.81486034393311,0.425928771495819
1801,2.82608695652174,72,0.049900000000094,0.053303720155469,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.10276174545288,0.55138087272644
1802,10,92,0.049900000000094,0.053829078801332,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.20224070549011,0.400280088186264
1803,10,92,0.049900000000094,0.054353854686633,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.86627244949341,0.46272190879373
1804,-3.26086956521739,16,0.049900000000094,0.054323725055432,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.45977640151978,0.729888200759888
1805,4.45652173913043,87,0.049900000000094,0.054293628808864,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.14301991462708,0.357169985771179
1806,4.67391304347826,89,0.049900000000094,0.054263565891473,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.65796899795532,0.664492249488831
1807,10,92,0.049900000000094,0.054786939679026,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.40711164474487,0.440711164474487
1808,9.99999999999999,92,0.049900000000094,0.055309734513274,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.87461233139038,0.374970179337722
1809,10,92,0.049900000000094,0.05583195135434,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.74799084663391,0.457998474438985
1810,9.99999999999999,92,0.049900000000094,0.056353591160221,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.83929300308228,0.322619533538818
1811,4.78260869565217,90,0.049900000000094,0.056322473771397,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.90508770942688,0.322787523269653
1812,4.78260869565217,90,0.049900000000094,0.056291390728477,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.78029680252075,0.347537100315094
1813,4.23913043478261,85,0.049900000000094,0.056260341974628,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.58548188209534,0.646370470523834
1814,4.78260869565217,90,0.049900000000094,0.056229327453142,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.70681309700012,0.338351637125015
1815,-4.89130434782609,1,0.049900000000094,0.056198347107438,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.5711190700531,0.78555953502655
1816,10,92,0.049900000000094,0.056718061674009,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.90342569351196,0.414775099073138
1817,4.78260869565217,90,0.049900000000094,0.056686846450193,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.58622050285339,0.369460071836199
1818,4.89130434782608,91,0.049900000000094,0.056655665566557,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.03793621063232,0.37974202632904
1819,4.78260869565217,90,0.049900000000094,0.056624518966465,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.18697047233582,0.412464698155721
1820,10,92,0.049900000000094,0.057142857142857,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.3809802532196,0.422622531652451
1821,10,92,0.049900000000094,0.057660626029654,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.55109763145447,0.510219526290893
1822,4.78260869565217,90,0.049900000000094,0.057628979143798,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.58721709251404,0.36960244178772
1823,4.2391304347826,85,0.049900000000094,0.05759736697751,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.99176716804504,0.37397089600563
1824,4.89130434782608,91,0.049900000000094,0.057565789473684,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.77411222457886,0.397842685381571
1825,10,92,0.049900000000094,0.058082191780822,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.07316017150879,0.341462241278754
1826,10,92,0.049900000000094,0.058598028477547,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.72896528244019,0.394080440203349
1827,4.34782608695652,86,0.049900000000094,0.058565955117679,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.43832397460937,0.487664794921875
1828,10,92,0.049900000000094,0.059080962800875,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.29582500457764,0.382637500762939
1829,10,92,0.049900000000094,0.059595407326408,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.06499981880188,0.340555535422431
1830,10,92,0.049900000000094,0.060109289617486,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.6389057636261,0.376986537660871
1831,10,92,0.049900000000094,0.060622610595303,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.37677073478699,0.375196748309665
1832,10,92,0.049900000000094,0.061135371179039,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.46569800376892,0.445563052829943
1833,4.78260869565217,90,0.049900000000094,0.061102018548827,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.65234708786011,0.413086771965027
1834,-4.89130434782609,1,0.049900000000094,0.061068702290076,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.72004103660584,0.860020518302918
1835,10,92,0.049900000000094,0.06158038147139,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.46733260154724,0.385259177949693
1836,10,92,0.049900000000094,0.062091503267974,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.96034622192383,0.440038469102648
1837,2.82608695652174,72,0.049900000000094,0.062057702776266,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.45100951194763,0.725504755973816
1838,9.99999999999998,92,0.049900000000094,0.062568008705114,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.09728741645813,0.320909864024112
1839,4.45652173913043,87,0.049900000000094,0.062533985861882,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.77330327033997,0.443325817584991
1840,2.60869565217391,70,0.049900000000094,0.0625,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.47614645957947,0.738073229789734
1841,1.19565217391304,57,0.049900000000094,0.062466051059207,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.3483350276947,0.587083756923676
1842,4.67391304347825,89,0.049900000000094,0.06243213897937,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.65106630325317,0.434697407942552
1843,4.56521739130435,88,0.049900000000094,0.062398263700488,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.2504985332489,0.45009970664978
1844,10,92,0.049900000000094,0.062906724511931,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,7.53723430633545,0.579787254333496
1845,10,92,0.049900000000094,0.063414634146342,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.59830331802368,0.51092259089152
1846,4.34782608695652,86,0.049900000000094,0.063380281690141,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.42749428749085,0.493408571590077
1847,4.67391304347826,89,0.049900000000094,0.063345966432052,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.0795111656189,0.461773742328991
1848,2.82608695652174,72,0.049900000000094,0.063311688311688,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.10530281066895,0.567255867852105
1849,4.56521739130434,88,0.049900000000094,0.063277447268794,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,3.3994619846344,0.4249327480793
1850,0.543478260869565,51,0.049900000000094,0.063243243243243,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,0.933199644088745,0.466599822044373
1851,9.99999999999999,92,0.049900000000094,0.063749324689357,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,6.71255993843079,0.353292628338462
1852,10,92,0.049900000000094,0.064254859611231,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.84632635116577,0.355790793895721
1853,4.56521739130435,88,0.049900000000094,0.064220183486239,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.76313805580139,0.394734007971627
1854,4.78260869565217,90,0.049900000000094,0.064185544768069,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.40718626976013,0.440718626976013
1855,9.99999999999999,92,0.049900000000094,0.064690026954178,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,5.43045926094055,0.362030617396037
1856,10,92,0.049900000000094,0.065193965517241,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.80533814430237,0.311704238255819
1857,10,92,0.049900000000094,0.065697361335487,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.16395902633667,0.360659837722778
1858,4.67391304347826,89,0.049900000000094,0.065662002152853,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.40685653686523,0.36723804473877
1859,4.56521739130434,88,0.049900000000094,0.065626681011296,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.96927261352539,0.329919179280599
1860,4.78260869565217,90,0.049900000000094,0.065591397849462,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,8.03185033798218,0.422728965156957
1861,4.89130434782609,91,0.049900000000094,0.065556152606126,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.23999667167664,0.413332223892212
1862,-4.1304347826087,8,0.049900000000094,0.065520945220193,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,1.45656061172485,0.728280305862427
1863,10,92,0.049900000000094,0.066022544283414,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.5976767539978,0.649419188499451
1864,10,92,0.049900000000094,0.066523605150215,1,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,4.25299668312073,0.425299668312073
1865,4.89130434782608,91,0.049900000000094,0.066487935656837,0,3,0.99,0.0001,1,0.05,0.0001,3000,32,1000,2.08154845237732,0.346924742062887
